job_id,job_date,customer,press,shift,stock_type,ink_config,cards_per_sheet,qty_ordered,passes,sheets_run,cards_delivered,waste_pct,color_delta_e,register_error,dot_gain_pct,cut_deviation_mm,foil_adhesion,quality_pass,jam_count,total_press_time,paper_cost,press_cost,ink_cost,plate_cost,finishing_cost,total_cost,revenue,gross_profit,gross_margin_pct,delivery_quoted,delivery_actual,delivery_status,jam_time_hrs,qc_downtime_hrs,mr_hrs,labor_rate,bill_rate
JOB-03137,2023-04-07,SPOT-JOBS,4360,Black Day,White,4/4 + Foil Stamp,121,16866,2,17899,2165779,5.77,0.1,0.056,17.3,0.177,,1,0,4.73,984.44,662.2,26.91,520,322.18,2515.73,5406.71,2890.98,53.5,8,5,ON-TIME,0.0,0.0,0.7134262668053887,140.0,250.0
JOB-03138,2023-04-07,CUST-A,4210,Black Day,Foil,4/4 CMYK,100,5000,1,5518,551800,9.39,0.17,0.002,21.8,0.024,92.50912403063022,1,0,2.17,1765.76,325.5,7.93,260,0.0,2359.19,3615.67,1256.48,34.8,9,5,ON-TIME,0.0,0.0,1.081732506703523,150.0,285.0
JOB-03139,2023-04-08,CUST-A,4360,Red Day,White,4/4 + Spot UV,121,7862,2,8343,1009503,5.77,0.1,0.123,20.3,0.064,,1,0,2.67,458.86,373.8,14.05,380,75.09,1301.8,2255.75,953.95,42.3,8,5,ON-TIME,0.0,0.0,0.773862175709754,140.0,250.0
JOB-03140,2023-04-08,CUST-A,4180,Red Night,Foil,4/4 CMYK,100,5016,2,5704,570400,12.06,0.1,0.113,32.6,0.385,82.93399302894122,0,0,3.65,1825.28,525.6,5.13,260,0.0,2616.01,3972.22,1356.21,34.1,6,5,ON-TIME,0.0,0.25,1.580375956090921,144.0,254.0
JOB-03141,2023-04-08,CUST-B,4180,Black Night,White,4/4 CMYK,121,10287,2,10794,1306074,4.7,0.29,0.026,22.9,0.099,,1,0,3.67,593.67,528.48,11.86,260,0.0,1394.01,2888.16,1494.15,51.7,7,6,ON-TIME,0.0,0.0,1.0855601455934518,144.0,254.0
JOB-03142,2023-04-08,CUST-A,4520,Black Day,White,4/4 + Spot Gloss,121,8697,2,9216,1115136,5.63,0.1,0.022,29.6,0.448,,1,0,2.71,506.88,379.4,19.15,380,82.94,1368.37,2406.35,1037.98,43.1,8,6,ON-TIME,0.0,0.0,0.7190620255064414,140.0,250.0
JOB-03143,2023-04-08,CUST-A,4180,Black Day,White,4/4 + Spot UV,121,7577,2,8074,976954,6.16,0.1,0.041,26.7,0.105,,1,0,3.23,444.07,452.2,17.81,380,72.67,1366.75,2296.5,929.75,40.5,8,5,ON-TIME,0.0,0.0,1.0669334837718012,140.0,250.0
JOB-03144,2023-04-08,SPOT-JOBS,4210,Red Night,White,4/4 + Spot UV,121,12758,1,13522,1636162,5.65,0.1,0.019,28.9,0.314,,1,0,2.32,743.71,357.28,24.83,380,121.7,1627.52,3078.61,1451.09,47.1,11,6,ON-TIME,0.0,0.0,0.6886617092883985,154.0,289.0
JOB-03145,2023-04-08,CUST-A,4180,Red Night,White,4/4 + Spot Gloss,100,16544,2,17606,1760600,6.03,0.1,0.0,22.3,0.006,,1,0,5.49,968.33,790.56,29.43,380,158.45,2326.77,4075.08,1748.31,42.9,9,7,ON-TIME,0.0,0.0,1.0453755177874757,144.0,254.0
JOB-03146,2023-04-09,CUST-A,4520,Black Night,Foil,4/4 CMYK,100,20645,2,22776,2277600,9.36,0.17,0.003,32.2,0.094,100.0,0,0,8.19,7288.32,1179.36,29.97,260,0.0,8757.65,13240.22,4482.57,33.9,8,7,ON-TIME,0.0,0.25,0.9178936722315371,144.0,254.0
JOB-03147,2023-04-09,SPOT-JOBS,4180,Black Day,Foil,4/4 CMYK,121,7041,2,7793,942953,9.65,0.1,0.046,18.7,0.188,78.46780687380863,1,0,4.43,2493.76,620.2,9.06,260,0.0,3383.02,6278.22,2895.2,46.1,8,6,ON-TIME,0.0,0.0,1.557740145657751,140.0,250.0
JOB-03148,2023-04-09,CUST-A,4140,Black Night,White,4/4 + Spot UV,100,5000,2,5396,539600,7.34,0.1,0.01,25.0,0.344,,1,0,1.94,296.78,279.36,8.01,380,48.56,1012.71,1652.22,639.51,38.7,7,4,ON-TIME,0.0,0.0,0.6005180935282332,144.0,254.0
JOB-03149,2023-04-09,CUST-A,4140,Red Night,White,4/4 + Spot Gloss,100,12236,2,13107,1310700,6.65,0.34,0.002,31.5,0.162,,0,1,4.54,720.88,653.76,28.88,380,117.96,1901.48,3166.5,1265.02,40.0,8,5,ON-TIME,0.3333333333333333,0.25,0.8384851413667211,144.0,254.0
JOB-03150,2023-04-09,CUST-A,4520,Black Day,White,4/4 + Foil Stamp,121,16441,2,17451,2111571,5.79,0.1,0.118,23.4,0.027,,1,0,4.94,959.8,691.6,34.83,520,314.12,2520.35,4304.42,1784.07,41.4,9,5,ON-TIME,0.0,0.0,0.7836043179112298,140.0,250.0
JOB-03151,2023-04-10,CUST-B,4360,Red Day,White,4/4 CMYK,121,13254,2,13774,1666654,3.78,0.14,0.019,17.1,0.312,,1,0,4.19,757.57,586.6,12.41,260,0.0,1616.58,3464.69,1848.11,53.3,6,4,ON-TIME,0.0,0.0,1.0758507423188588,140.0,250.0
JOB-03152,2023-04-10,CUST-A,4180,Black Day,White,4/4 + Spot Gloss,121,16425,2,17359,2100439,5.38,0.1,0.045,27.8,0.133,,1,0,5.68,954.74,795.2,24.58,380,156.23,2310.75,3966.28,1655.53,41.7,8,7,ON-TIME,0.0,0.0,0.9014971263099304,140.0,250.0
JOB-03153,2023-04-10,SPOT-JOBS,4210,Red Night,White,4/4 CMYK,121,9098,1,9521,1152041,4.44,0.1,0.013,25.2,0.018,,1,0,1.86,523.66,286.44,8.85,260,0.0,1078.95,2163.85,1084.9,50.1,7,7,ON-TIME,0.0,0.0,0.7704960588283352,154.0,289.0
JOB-03154,2023-04-10,CUST-B,4180,Red Night,White,4/4 + Foil Stamp,121,7561,2,8192,991232,7.7,0.1,0.004,25.0,0.112,,1,0,3.22,450.56,463.68,17.57,520,147.46,1599.27,2811.12,1211.85,43.1,11,6,ON-TIME,0.0,0.0,0.8716936480998396,144.0,254.0
JOB-03155,2023-04-10,CUST-A,4180,Black Day,White,4/4 + Spot UV,121,10461,2,11100,1343100,5.76,0.18,0.089,17.4,0.187,,1,0,3.36,610.5,470.4,20.42,380,99.9,1581.22,2751.65,1170.43,42.5,8,6,ON-TIME,0.0,0.0,0.7263111885396359,140.0,250.0
JOB-03156,2023-04-10,CUST-B,4520,Black Night,White,4/4 + Spot Gloss,121,8677,2,9255,1119855,6.25,0.18,0.009,26.6,0.099,,1,0,3.12,509.02,449.28,15.81,380,83.29,1437.4,2791.57,1354.17,48.5,8,5,ON-TIME,0.0,0.0,0.9542915909465501,144.0,254.0
JOB-03157,2023-04-10,CUST-A,4210,Red Day,White,4/4 + Spot Gloss,121,12652,1,13327,1612567,5.06,0.1,0.001,20.1,0.282,,1,0,2.33,732.98,349.5,21.74,380,119.94,1604.16,2417.12,812.96,33.6,6,6,ON-TIME,0.0,0.0,0.5915366574207291,150.0,285.0
JOB-03158,2023-04-10,CUST-A,4180,Black Night,Foil,4/4 CMYK,100,13879,2,15428,1542800,10.04,0.1,0.106,27.6,0.099,100.0,1,0,6.08,4936.96,875.52,17.96,260,0.0,6090.44,9079.53,2989.09,32.9,10,6,ON-TIME,0.0,0.0,0.791990645706271,144.0,254.0
JOB-03159,2023-04-10,CUST-B,4520,Red Night,White,4/4 CMYK,121,14192,2,14804,1791284,4.13,0.35,0.001,18.3,0.145,,1,0,4.38,814.22,630.72,13.72,260,0.0,1718.66,3710.46,1991.8,53.7,9,5,ON-TIME,0.0,0.0,1.125183961754111,144.0,254.0
JOB-03160,2023-04-10,SPOT-JOBS,4140,Red Night,Foil,4/4 + Spot UV,121,12042,2,13463,1629023,10.55,0.47,0.066,24.1,0.041,91.1976872056918,1,0,5.11,4308.16,735.84,26.4,380,121.17,5571.57,10138.22,4566.65,45.0,10,6,ON-TIME,0.0,0.0,0.9402334754971131,144.0,254.0
JOB-03161,2023-04-10,CUST-A,4520,Red Day,Foil,4/4 CMYK,121,10983,2,12012,1453452,8.57,0.13,0.033,23.3,0.104,86.67215430149521,1,0,5.2,3843.84,728.0,13.13,260,0.0,4844.97,7574.66,2729.69,36.0,7,6,ON-TIME,0.0,0.0,1.614278072776591,140.0,250.0
JOB-03162,2023-04-10,CUST-A,4520,Red Night,Foil,4/4 + Foil Stamp,121,13177,2,14827,1794067,11.13,0.14,0.042,32.6,0.042,100.0,0,0,6.87,4744.64,989.28,32.28,520,266.89,6553.09,9656.6,3103.51,32.1,7,6,ON-TIME,0.0,0.25,1.604416203658655,144.0,254.0
JOB-03163,2023-04-11,CUST-A,4520,Black Day,White,4/4 + Foil Stamp,121,5000,2,5393,652553,7.29,0.2,0.0,20.9,0.037,,1,0,2.4,296.62,336.0,11.24,520,97.07,1260.93,2055.31,794.38,38.7,5,6,LATE,0.0,0.0,1.1771383494292844,140.0,250.0
JOB-03164,2023-04-11,CUST-A,4140,Red Day,White,4/4 + Foil Stamp,121,10842,2,11574,1400454,6.32,0.1,0.208,27.9,0.049,,1,0,3.78,636.57,529.2,16.49,520,208.33,1910.59,3132.2,1221.61,39.0,11,8,ON-TIME,0.0,0.0,0.7728425640922256,140.0,250.0
JOB-03165,2023-04-11,CUST-A,4180,Red Night,White,4/4 + Spot UV,121,10209,2,10991,1329911,7.11,0.16,0.054,30.4,0.008,,0,1,4.72,604.5,679.68,17.11,380,98.92,1780.21,2942.49,1162.28,39.5,8,7,ON-TIME,0.3333333333333333,0.25,1.424321231493443,144.0,254.0
JOB-03166,2023-04-11,CUST-A,4080,Black Night,White,4/4 + Spot Gloss,121,10852,2,11736,1420056,7.53,0.11,0.073,32.3,0.037,,0,0,4.07,645.48,586.08,21.51,380,105.62,1738.69,2789.05,1050.36,37.7,11,6,ON-TIME,0.0,0.25,0.5295112859848821,144.0,254.0
JOB-03167,2023-04-11,CUST-A,4140,Red Day,White,4/4 + Spot UV,121,9649,2,10230,1237830,5.68,0.17,0.069,18.7,0.083,,1,0,3.3,562.65,462.0,20.44,380,92.07,1517.16,2624.81,1107.65,42.2,7,5,ON-TIME,0.0,0.0,0.823399917496748,140.0,250.0
JOB-03168,2023-04-12,CUST-A,4210,Black Night,Foil,4/4 CMYK,121,11727,1,12916,1562836,9.21,0.1,0.169,20.0,0.022,98.75307322598164,1,0,3.8,4133.12,585.2,16.54,260,0.0,4994.86,7466.38,2471.52,33.1,8,4,ON-TIME,0.0,0.0,1.166643825279556,154.0,289.0
JOB-03169,2023-04-12,CUST-A,4210,Red Night,White,4/4 + Spot Gloss,100,7701,1,8211,821100,6.21,0.12,0.062,26.3,0.023,,1,0,1.94,451.6,298.76,17.57,380,73.9,1221.83,1872.29,650.46,34.7,9,7,ON-TIME,0.0,0.0,0.9207512214857476,154.0,289.0
JOB-03170,2023-04-12,CUST-B,4140,Black Day,Foil,4/4 + Foil Stamp,121,14518,2,16165,1955965,10.19,0.15,0.144,20.5,0.516,80.80292548432949,0,0,6.1,5172.8,854.0,23.47,520,290.97,6861.24,11359.11,4497.87,39.6,8,7,ON-TIME,0.0,0.25,1.0687147774986545,140.0,250.0
JOB-03171,2023-04-13,CUST-B,4360,Red Night,Foil,4/4 CMYK,121,11894,2,13145,1590545,9.52,0.38,0.066,22.3,0.092,94.91781934792405,1,0,5.15,4206.4,741.6,11.7,260,0.0,5219.7,8814.82,3595.12,40.8,7,5,ON-TIME,0.0,0.0,1.0535871771595107,144.0,254.0
JOB-03172,2023-04-13,CUST-A,4210,Red Day,White,4/4 + Foil Stamp,121,10602,1,11273,1364033,5.95,0.13,0.027,20.1,0.071,,1,0,2.17,620.02,325.5,21.94,520,202.91,1690.37,2497.01,806.64,32.3,7,6,ON-TIME,0.0,0.0,0.7655375510612549,150.0,285.0
JOB-03173,2023-04-13,CUST-A,4210,Red Day,Foil,4/4 + Foil Stamp,100,7209,1,8005,800500,9.94,0.37,0.159,20.1,0.043,91.32131512839932,1,0,2.41,2561.6,361.5,16.46,520,144.09,3603.65,5373.94,1770.29,32.9,7,6,ON-TIME,0.0,0.0,0.982604348879983,150.0,285.0
JOB-03174,2023-04-13,CUST-A,4360,Red Day,White,4/4 + Foil Stamp,121,13261,2,14100,1706100,5.95,0.26,0.12,24.8,0.103,,1,0,4.08,775.5,571.2,29.79,520,253.8,2150.29,3685.19,1534.9,41.7,13,6,ON-TIME,0.0,0.0,0.9061114841628871,140.0,250.0
JOB-03175,2023-04-13,CUST-A,4360,Red Day,White,4/4 CMYK,100,10826,2,11273,1127300,3.97,0.1,0.009,19.8,0.131,,1,0,4.1,620.02,574.0,10.9,260,0.0,1464.92,2728.72,1263.8,46.3,6,7,LATE,0.0,0.0,1.331599120270604,140.0,250.0
JOB-03176,2023-04-13,CUST-A,4210,Black Day,White,4/4 + Spot Gloss,100,6978,1,7405,740500,5.77,0.1,0.045,23.5,0.075,,1,0,1.66,407.28,249.0,16.85,380,66.64,1119.77,1681.58,561.81,33.4,4,5,LATE,0.0,0.0,0.6906190151318443,150.0,285.0
JOB-03177,2023-04-14,CUST-B,4180,Black Night,Foil,4/4 CMYK,121,9773,2,10950,1324950,10.75,0.22,0.138,28.9,0.09,67.58536712454064,0,0,5.87,3504.0,845.28,11.04,260,0.0,4620.32,7612.2,2991.88,39.3,8,6,ON-TIME,0.0,0.25,1.616616811385001,144.0,254.0
JOB-03178,2023-04-14,CUST-A,4140,Black Night,White,4/4 + Foil Stamp,121,12516,2,13448,1627208,6.93,0.3,0.006,18.7,0.208,,1,0,4.36,739.64,627.84,21.95,520,242.06,2151.49,3605.92,1454.43,40.3,8,6,ON-TIME,0.0,0.0,1.0811862347716243,144.0,254.0
JOB-03179,2023-04-14,CUST-A,4180,Black Day,Foil,4/4 + Spot Gloss,121,12206,2,13519,1635799,9.71,0.1,0.276,24.5,0.467,75.4479700473925,1,0,5.67,4326.08,793.8,20.9,380,121.67,5642.45,8605.9,2963.45,34.4,7,5,ON-TIME,0.0,0.0,1.5047973540686854,140.0,250.0
JOB-03180,2023-04-14,CUST-A,4360,Red Day,White,4/4 + Spot Gloss,121,11948,2,12615,1526415,5.29,0.1,0.044,12.0,0.303,,1,0,3.57,693.82,499.8,18.25,380,113.54,1705.41,3029.24,1323.83,43.7,6,6,ON-TIME,0.0,0.0,0.7010176459536983,140.0,250.0
JOB-03181,2023-04-14,CUST-A,4210,Red Night,White,4/4 CMYK,121,10370,1,10835,1311035,4.29,0.1,0.069,20.3,0.02,,1,0,2.31,595.92,355.74,14.45,260,0.0,1226.11,1979.98,753.87,38.1,7,6,ON-TIME,0.0,0.0,0.9644785876793318,154.0,289.0
JOB-03182,2023-04-14,CUST-A,4210,Red Night,White,4/4 CMYK,121,14103,1,14692,1777732,4.01,0.1,0.013,25.6,0.168,,1,0,2.73,808.06,420.42,12.98,260,0.0,1501.46,2440.32,938.86,38.5,5,6,LATE,0.0,0.0,0.9588164841740645,154.0,289.0
JOB-03183,2023-04-15,SPOT-JOBS,4210,Red Day,White,4/4 CMYK,121,14951,1,15503,1875863,3.56,0.13,0.018,20.7,0.001,,1,0,2.77,852.66,415.5,17.67,260,0.0,1545.83,3026.41,1480.58,48.9,11,6,ON-TIME,0.0,0.0,0.693434911087115,150.0,285.0
JOB-03184,2023-04-15,CUST-A,4210,Black Day,Foil,4/4 CMYK,121,12949,1,14095,1705495,8.13,0.2,0.012,14.6,0.138,74.06524820159687,1,0,3.83,4510.4,574.5,13.13,260,0.0,5358.03,8124.89,2766.86,34.1,8,5,ON-TIME,0.0,0.0,1.1695875751915736,150.0,285.0
JOB-03185,2023-04-15,CUST-A,4210,Black Day,Foil,4/4 + Spot Gloss,100,7650,1,8432,843200,9.27,0.16,0.028,16.8,0.086,86.3983448782585,1,0,2.28,2698.24,342.0,12.21,380,75.89,3508.34,5224.1,1715.76,32.8,8,6,ON-TIME,0.0,0.0,0.7040175221404935,150.0,285.0
JOB-03186,2023-04-15,CUST-A,4210,Red Night,White,4/4 + Foil Stamp,121,5767,1,6263,757823,7.92,0.26,0.045,13.5,0.107,,1,1,1.86,344.46,286.44,14.06,520,112.73,1277.69,1774.5,496.81,28.0,10,5,ON-TIME,0.3333333333333333,0.0,0.7240594796714573,154.0,289.0
JOB-03187,2023-04-15,SPOT-JOBS,4520,Red Night,Foil,4/4 CMYK,100,7824,2,8689,868900,9.96,0.1,0.198,19.3,0.147,90.02275017689229,1,0,4.12,2780.48,593.28,11.66,260,0.0,3645.42,6883.37,3237.95,47.0,13,7,ON-TIME,0.0,0.0,1.5417750983550864,144.0,254.0
JOB-03188,2023-04-15,CUST-A,4210,Black Night,Foil,4/4 CMYK,100,17814,1,19556,1955600,8.91,0.1,0.081,26.1,0.215,84.08935636703715,1,0,4.27,6257.92,657.58,21.53,260,0.0,7197.03,10821.3,3624.27,33.5,7,6,ON-TIME,0.0,0.0,0.9636053457355265,154.0,289.0
JOB-03189,2023-04-16,CUST-A,4360,Black Night,Foil,4/4 + Spot Gloss,100,11126,2,12400,1240000,10.27,0.41,0.031,22.5,0.216,84.17013068327181,1,0,5.48,3968.0,789.12,22.55,380,111.6,5271.27,7864.37,2593.1,33.0,8,5,ON-TIME,0.0,0.0,1.1839422155906874,144.0,254.0
JOB-03190,2023-04-16,CUST-B,4180,Red Night,Foil,4/4 + Foil Stamp,100,18505,2,20875,2087500,11.35,0.16,0.005,27.7,0.008,100.0,1,0,9.53,6680.0,1372.32,45.63,520,375.75,8993.7,14431.8,5438.1,37.7,9,6,ON-TIME,0.0,0.0,1.6011396405077842,144.0,254.0
JOB-03191,2023-04-16,CUST-A,4140,Black Night,White,4/4 CMYK,121,9519,2,9984,1208064,4.66,0.1,0.07,25.9,0.23,,1,0,3.14,549.12,452.16,13.24,260,0.0,1274.52,2287.68,1013.16,44.3,9,6,ON-TIME,0.0,0.0,0.6093024019066416,144.0,254.0
JOB-03192,2023-04-16,CUST-A,4210,Black Night,White,4/4 CMYK,121,8964,1,9383,1135343,4.47,0.18,0.036,23.9,0.281,,1,0,1.92,516.07,295.68,11.89,260,0.0,1083.64,1732.4,648.76,37.4,9,4,ON-TIME,0.0,0.0,0.77157666682096,154.0,289.0
JOB-03193,2023-04-16,CUST-A,4210,Red Night,Foil,4/4 CMYK,121,9703,1,10708,1295668,9.39,0.45,0.44,27.9,0.011,98.787687554183,1,0,2.86,3426.56,440.44,12.64,260,0.0,4139.64,6247.91,2108.27,33.7,9,7,ON-TIME,0.0,0.0,0.9867930257376205,154.0,289.0
JOB-03194,2023-04-16,CUST-A,4140,Red Night,Foil,4/4 CMYK,121,9631,2,10705,1295305,10.03,0.25,0.174,25.0,0.067,94.04064813371009,1,0,4.52,3425.6,650.88,13.06,260,0.0,4349.54,6590.93,2241.39,34.0,7,6,ON-TIME,0.0,0.0,1.0508146732876302,144.0,254.0
JOB-03195,2023-04-16,CUST-A,4140,Black Day,Foil,4/4 CMYK,100,6905,2,7621,762100,9.4,0.29,0.165,25.9,0.236,91.90711713366535,1,0,4.31,2438.72,603.4,8.39,260,0.0,3310.51,5099.92,1789.41,35.1,10,6,ON-TIME,0.0,0.0,1.5935370427345543,140.0,250.0
JOB-03196,2023-04-16,CUST-A,4520,Black Night,Foil,4/4 CMYK,100,5404,2,6039,603900,10.51,0.1,0.001,14.6,0.113,92.21272111791238,1,0,2.97,1932.48,427.68,7.1,260,0.0,2627.26,4011.56,1384.3,34.5,7,5,ON-TIME,0.0,0.0,1.0224832391760088,144.0,254.0
JOB-03197,2023-04-16,CUST-A,4520,Black Night,Foil,4/4 + Foil Stamp,121,12005,2,13474,1630354,10.9,0.1,0.166,29.4,0.197,78.83103121607905,1,0,5.36,4311.68,771.84,25.49,520,242.53,5871.54,8702.6,2831.06,32.5,8,6,ON-TIME,0.0,0.0,1.0256179543106447,144.0,254.0
JOB-03198,2023-04-16,CUST-A,4140,Red Day,White,4/4 + Spot Gloss,121,14219,2,15017,1817057,5.31,0.25,0.014,17.7,0.105,,1,0,3.89,825.94,544.6,32.78,380,135.15,1918.47,3425.1,1506.63,44.0,9,5,ON-TIME,0.0,0.0,0.5055501855922307,140.0,250.0
JOB-03199,2023-04-17,CUST-A,4180,Red Night,White,4/4 CMYK,121,19779,2,20691,2503611,4.41,0.14,0.066,22.1,0.687,,0,0,6.4,1138.01,921.6,20.74,260,0.0,2340.35,4381.2,2040.85,46.6,6,4,ON-TIME,0.0,0.25,1.222149893267859,144.0,254.0
JOB-03200,2023-04-17,CUST-A,4360,Black Day,White,4/4 + Spot Gloss,121,8265,2,8764,1060444,5.69,0.1,0.036,19.1,0.396,,1,0,3.07,482.02,429.8,14.28,380,78.88,1384.98,2384.15,999.17,41.9,8,5,ON-TIME,0.0,0.0,0.9341358631118175,140.0,250.0
JOB-03201,2023-04-17,CUST-A,4140,Black Day,Foil,4/4 + Spot Gloss,121,8589,2,9517,1151557,9.75,0.14,0.085,26.6,0.05,89.94885235443284,1,0,4.8,3045.44,672.0,15.2,380,85.65,4198.29,6252.2,2053.91,32.9,9,5,ON-TIME,0.0,0.0,1.1681098191729629,140.0,250.0
JOB-03202,2023-04-17,SPOT-JOBS,4080,Red Day,Foil,4/4 + Spot UV,121,6915,2,7815,945615,11.52,0.26,0.017,23.0,0.088,87.26819999123525,1,0,4.35,2500.8,609.0,15.06,380,70.33,3575.19,6350.98,2775.79,43.7,4,6,LATE,0.0,0.0,1.1966955329140487,140.0,250.0
JOB-03203,2023-04-17,CUST-A,4520,Black Night,Foil,4/4 CMYK,100,14502,2,16030,1603000,9.53,0.1,0.067,22.1,0.093,83.45032925412252,1,1,7.23,5129.6,1041.12,20.35,260,0.0,6451.07,9729.2,3278.13,33.7,10,6,ON-TIME,0.3333333333333333,0.0,1.548314598148224,144.0,254.0
JOB-03204,2023-04-17,CUST-A,4210,Black Day,Foil,4/4 + Foil Stamp,121,13259,1,14620,1769020,9.31,0.18,0.003,17.4,0.015,92.27638597454171,1,0,4.1,4678.4,615.0,23.71,520,263.16,6100.27,9071.5,2971.23,32.8,6,5,ON-TIME,0.0,0.0,1.3225723918323173,150.0,285.0
JOB-03205,2023-04-17,CUST-A,4180,Black Night,Foil,4/4 + Foil Stamp,100,6492,2,7403,740300,12.31,0.1,0.005,28.1,0.093,81.63674571365463,1,0,3.53,2368.96,508.32,14.91,520,133.25,3545.44,5134.84,1589.4,31.0,8,5,ON-TIME,0.0,0.0,0.816885147334965,144.0,254.0
JOB-03206,2023-04-18,CUST-A,4140,Black Night,Foil,4/4 CMYK,121,6391,2,7145,864545,10.55,0.1,0.123,29.1,0.257,89.20558963314912,1,0,3.42,2286.4,492.48,8.8,260,0.0,3047.68,4651.6,1603.92,34.5,11,6,ON-TIME,0.0,0.0,1.134269732156573,144.0,254.0
JOB-03207,2023-04-18,CUST-A,4520,Black Day,Foil,4/4 + Spot UV,100,13810,2,15205,1520500,9.17,0.2,0.291,27.7,0.27,88.77892050412247,1,1,6.68,4865.6,935.2,25.78,380,136.84,6343.42,9412.06,3068.64,32.6,9,6,ON-TIME,0.3333333333333333,0.0,0.9662089951158807,140.0,250.0
JOB-03208,2023-04-18,CUST-A,4140,Red Night,White,4/4 + Spot Gloss,121,11532,2,12334,1492414,6.5,0.1,0.108,36.2,0.375,,0,0,3.91,678.37,563.04,19.91,380,111.01,1752.33,3055.55,1303.22,42.7,10,6,ON-TIME,0.0,0.25,0.9552672549645777,144.0,254.0
JOB-03209,2023-04-19,CUST-A,4520,Black Day,Foil,4/4 + Spot Gloss,100,13033,2,14328,1432800,9.04,0.1,0.061,23.9,0.002,95.52999966193337,1,0,6.04,4584.96,845.6,31.49,380,128.95,5971.0,9031.99,3060.99,33.9,10,5,ON-TIME,0.0,0.0,1.2272352683569772,140.0,250.0
JOB-03210,2023-04-19,CUST-A,4210,Red Day,White,4/4 CMYK,100,6468,1,6776,677600,4.55,0.24,0.003,22.0,0.215,,1,0,1.33,372.68,199.5,8.12,260,0.0,840.3,1320.9,480.6,36.4,7,6,ON-TIME,0.0,0.0,0.5250100775391524,150.0,285.0
JOB-03211,2023-04-19,CUST-B,4210,Black Day,White,4/4 CMYK,121,5000,1,5266,637186,5.05,0.13,0.003,16.5,0.096,,1,0,1.52,289.63,228.0,6.71,260,0.0,784.34,1407.57,623.23,44.3,5,6,LATE,0.0,0.0,0.8589863932466698,150.0,285.0
JOB-03212,2023-04-19,CUST-A,4210,Red Day,White,4/4 + Spot Gloss,121,6500,1,6907,835747,5.89,0.1,0.01,27.3,0.032,,1,0,1.63,379.88,244.5,15.45,380,62.16,1081.99,1628.82,546.83,33.6,8,5,ON-TIME,0.0,0.0,0.7281305593329837,150.0,285.0
JOB-03213,2023-04-19,CUST-A,4140,Black Day,Foil,4/4 CMYK,100,12751,2,13969,1396900,8.72,0.1,0.372,23.3,0.104,91.68330706866034,1,0,6.15,4470.08,861.0,13.9,260,0.0,5604.98,8583.5,2978.52,34.7,9,7,ON-TIME,0.0,0.0,1.4451220524133048,140.0,250.0
JOB-03214,2023-04-19,CUST-A,4140,Red Day,White,4/4 + Spot Gloss,121,18444,2,19443,2352603,5.14,0.1,0.032,21.4,0.279,,1,0,5.93,1069.36,830.2,33.48,380,174.99,2488.03,4400.52,1912.49,43.5,10,5,ON-TIME,0.0,0.0,1.0060596037182234,140.0,250.0
JOB-03215,2023-04-19,CUST-A,4180,Red Day,Foil,4/4 CMYK,121,8282,2,9145,1106545,9.44,0.17,0.193,24.9,0.089,90.9737995762991,1,0,3.96,2926.4,554.4,10.27,260,0.0,3751.07,5663.0,1911.93,33.8,9,6,ON-TIME,0.0,0.0,0.8209468765829001,140.0,250.0
JOB-03216,2023-04-19,CUST-A,4140,Red Day,White,4/4 + Spot Gloss,121,19103,2,20183,2442143,5.35,0.1,0.076,20.1,0.698,,0,0,6.18,1110.06,865.2,32.63,380,181.65,2569.54,4563.55,1994.01,43.7,7,6,ON-TIME,0.0,0.25,1.1229273946545453,140.0,250.0
JOB-03217,2023-04-19,CUST-A,4210,Red Day,White,4/4 + Spot Gloss,100,13319,1,14024,1402400,5.03,0.1,0.053,12.6,0.132,,1,0,2.35,771.32,352.5,30.31,380,126.22,1660.35,2515.1,854.75,34.0,9,5,ON-TIME,0.0,0.0,0.5855900156593863,150.0,285.0
JOB-03218,2023-04-19,CUST-A,4210,Black Day,Foil,4/4 CMYK,100,5000,1,5518,551800,9.39,0.1,0.272,22.7,0.093,90.00344369250251,1,0,1.72,1765.76,258.0,5.11,260,0.0,2288.87,3481.21,1192.34,34.3,3,6,LATE,0.0,0.0,0.753702549430675,150.0,285.0
JOB-03219,2023-04-20,CUST-B,4520,Black Day,White,4/4 + Spot Gloss,121,10856,2,11474,1388354,5.39,0.1,0.016,26.4,0.05,,1,0,3.44,631.07,481.6,18.61,380,103.27,1614.55,3238.86,1624.31,50.2,10,7,ON-TIME,0.0,0.0,0.9366432728401766,140.0,250.0
JOB-03220,2023-04-20,CUST-B,4180,Black Day,Foil,4/4 CMYK,121,13455,2,14780,1788380,8.96,0.1,0.063,25.6,0.002,83.45348276617409,1,0,6.34,4729.6,887.6,14.59,260,0.0,5891.79,9871.27,3979.48,40.3,6,5,ON-TIME,0.0,0.0,1.1787249240961668,140.0,250.0
JOB-03221,2023-04-20,CUST-A,4140,Red Day,Foil,4/4 CMYK,100,5000,2,5552,555200,9.94,0.1,0.2,22.5,0.141,95.222188373177,1,0,2.76,1776.64,386.4,7.85,260,0.0,2430.89,3675.74,1244.85,33.9,6,6,ON-TIME,0.0,0.0,0.8116327266723168,140.0,250.0
